,name,wl,opponent,finish,date,location,weight,moneyline,bet_outcome,nationality,Lstreak,WinTKO,WinDecision
3688,Karlos Vemola,0,Francis Carmont,Submission,2012-07-11,"San Jose, California, USA",Middleweight/Light Heavyweight/Heavyweight,-110.0,-110.0,Czech,0.0,1.0,0.0
3689,Karlos Vemola,1,Mike Massenzio,Submission,2012-05-05,"East Rutherford, New Jersey, USA",Middleweight/Light Heavyweight/Heavyweight,-165.0,100.0,Czech,1.0,1.0,0.0
3690,Karlos Vemola,0,Ronny Markes,Decision,2011-08-14,"Milwaukee, Wisconsin, USA",Middleweight/Light Heavyweight/Heavyweight,-165.0,-165.0,Czech,0.0,1.0,0.0
3691,Karlos Vemola,1,Seth Petruzelli,TKO,2010-11-13,"Oberhausen, Germany",Middleweight/Light Heavyweight/Heavyweight,100.0,100.0,Czech,1.0,0.0,0.0
3692,Karlos Vemola,0,Jon Madsen,Decision,2010-07-03,"Las Vegas, Nevada, USA",Middleweight/Light Heavyweight/Heavyweight,100.0,-100.0,Czech,0.0,0.0,0.0
3693,Dylan Andrews,0,Brad Scott,Submission,2015-05-10,Adelaide,Middleweight,-130.0,-130.0,New Zealander,2.0,2.0,0.0
3694,Dylan Andrews,0,Sam Alvey,TKO,2014-11-08,Sydney,Middleweight,-130.0,-130.0,New Zealander,1.0,2.0,0.0
3695,Dylan Andrews,0,Clint Hester,TKO,2013-12-07,Brisbane,Middleweight,-120.0,-120.0,New Zealander,0.0,2.0,0.0
3696,Dylan Andrews,1,Papy Abedi,TKO,2013-08-28,"Indianapolis, Indiana",Middleweight,-265.0,100.0,New Zealander,0.0,1.0,0.0
3697,Dylan Andrews,1,Jimmy Quinlan,TKO,2013-04-13,"Las Vegas, Nevada",Middleweight,-160.0,100.0,New Zealander,0.0,0.0,0.0
3698,Yui Chul Nam,0,Phillipe Nover,Decision,2015-05-16,Pasay,Lightweight,-190.0,-190.0,South Korea,0.0,0.0,1.0
3699,Yui Chul Nam,1,Kazuki Tokudome,Decision,2014-03-01,Macau,Lightweight,-180.0,100.0,South Korea,0.0,0.0,0.0
3700,Magnus Cedenblad,1,Scott Askham,Decision,2014-10-04,Stockholm,Middleweight/Light Heavyweight/Heavyweight,-140.0,100.0,Swedish,0.0,0.0,0.0
3701,Magnus Cedenblad,1,Krzysztof Jotko,Submission,2014-05-31,Berlin,Middleweight/Light Heavyweight/Heavyweight,100.0,100.0,Swedish,0.0,0.0,0.0
3702,Magnus Cedenblad,1,Jared Hamman,,2013-08-31,"Milwaukee, Wisconsin",Middleweight/Light Heavyweight/Heavyweight,100.0,100.0,Swedish,1.0,0.0,0.0
3703,Magnus Cedenblad,0,Francis Carmont,Submission,2012-04-14,Stockholm,Middleweight/Light Heavyweight/Heavyweight,190.0,-100.0,Swedish,0.0,0.0,0.0
3704,Alptekin Ozklc,0,Ben Nguyen,TKO,2015-05-10,Adelaide,Bantamweight/Flyweight,-270.0,-270.0,Turkish-American,2.0,0.0,1.0
3705,Alptekin Ozklc,0,John Lineker,TKO,2014-07-16,"Atlantic City, New Jersey",Bantamweight/Flyweight,200.0,-100.0,Turkish-American,1.0,0.0,1.0
3706,Alptekin Ozklc,0,Louis Smolka,Decision,2014-01-15,"Duluth, Georgia",Bantamweight/Flyweight,-260.0,-260.0,Turkish-American,0.0,0.0,1.0
3707,Alptekin Ozklc,1,Darren Uyenoyama,Decision,2013-12-14,"Sacramento, California",Bantamweight/Flyweight,-210.0,100.0,Turkish-American,0.0,0.0,0.0
3708,Martin Kampmann,0,Carlos Condit,TKO,2013-08-28,"Indianapolis, Indiana",Welterweight/Middleweight,150.0,-100.0,Danish,1.0,2.0,3.0
3709,Martin Kampmann,0,Johny Hendricks,TKO,2012-11-17,"Montreal, Quebec",Welterweight/Middleweight,100.0,-100.0,Danish,0.0,2.0,3.0
3710,Martin Kampmann,1,Jake Ellenberger,TKO,2012-06-01,Las Vegas,Welterweight/Middleweight,145.0,145.0,Danish,0.0,1.0,3.0
3711,Martin Kampmann,1,Thiago Alves,Submission,2012-03-03,Sydney,Welterweight/Middleweight,-120.0,100.0,Danish,0.0,1.0,3.0
3712,Martin Kampmann,1,Rick Story,Decision,2011-11-19,"San Jose, California",Welterweight/Middleweight,110.0,110.0,Danish,2.0,1.0,2.0
3713,Martin Kampmann,0,Diego Sanchez,Decision,2011-03-03,"Louisville, Kentucky",Welterweight/Middleweight,-165.0,-165.0,Danish,1.0,1.0,2.0
3714,Martin Kampmann,0,Jake Shields,Decision,2010-10-23,"Anaheim, California",Welterweight/Middleweight,285.0,-100.0,Danish,0.0,1.0,2.0
3715,Martin Kampmann,1,Paulo Thiago,Decision,2010-06-12,"Vancouver, British Columbia",Welterweight/Middleweight,325.0,325.0,Danish,0.0,1.0,1.0
3716,Martin Kampmann,1,Jacob Volkmann,Submission,2010-01-02,"Las Vegas, Nevada",Welterweight/Middleweight,-170.0,100.0,Danish,1.0,1.0,1.0
3717,Martin Kampmann,0,Paul Daley,TKO,2009-09-19,"Dallas, Texas",Welterweight/Middleweight,-357.0,-357.0,Danish,0.0,1.0,1.0
3718,Martin Kampmann,1,Carlos Condit,Decision,2009-04-01,"Nashville, Tennessee",Welterweight/Middleweight,155.0,155.0,Danish,0.0,1.0,0.0
3719,Martin Kampmann,1,Alexandre Barros,TKO,2009-01-17,Dublin,Welterweight/Middleweight,-425.0,100.0,Danish,1.0,0.0,0.0
3720,Martin Kampmann,0,Nate Marquardt,TKO,2008-09-06,"Atlanta, Georgia",Welterweight/Middleweight,-210.0,-210.0,Danish,0.0,0.0,0.0
3721,Martin Kampmann,1,Jorge Rivera,Submission,2008-06-07,London,Welterweight/Middleweight,-250.0,100.0,Danish,0.0,0.0,0.0
3722,Jerrod Sanders,1,Russell Doane,Decision,2015-07-12,"Las Vegas, Nevada",Bantamweight/Featherweight/Lightweight,285.0,285.0,American,2.0,0.0,0.0
3723,Jerrod Sanders,0,Pedro Munhoz,Submission,2014-10-04,"Halifax, Nova Scotia",Bantamweight/Featherweight/Lightweight,265.0,-100.0,American,1.0,0.0,0.0
3724,Jerrod Sanders,0,Yosdenis Cedeno,TKO,2014-07-16,"Atlantic City, New Jersey",Bantamweight/Featherweight/Lightweight,-170.0,-170.0,American,0.0,0.0,0.0
3725,Henry Martinez,0,Daron Cruickshank,TKO,2012-12-08,"Seattle, Washington",Featherweight/Lightweight/Welterweight,100.0,-100.0,American,0.0,0.0,1.0
3726,Henry Martinez,1,Bernardo Magalhaes,Decision,2012-06-08,"Sunrise, Florida",Featherweight/Lightweight/Welterweight,-140.0,100.0,American,1.0,0.0,0.0
3727,Henry Martinez,0,Matthew Riddle,Decision,2012-02-04,"Las Vegas, Nevada",Featherweight/Lightweight/Welterweight,245.0,-100.0,American,0.0,0.0,0.0
3729,Charles Oliveira,1,Nik Lentz,Submission,2015-05-30,Goiania,Featherweight/Lightweight/Welterweight,-210.0,100.0,Brazilian,0.0,0.0,1.0
3730,Charles Oliveira,1,Jeremy Stephens,Decision,2014-12-12,Las Vegas,Featherweight/Lightweight/Welterweight,-115.0,100.0,Brazilian,0.0,0.0,0.0
3731,Charles Oliveira,1,Hatsu Hioki,Submission,2014-06-28,Auckland,Featherweight/Lightweight/Welterweight,-125.0,100.0,Brazilian,0.0,0.0,0.0
3732,Charles Oliveira,1,Andy Ogle,Submission,2014-02-15,Jaragua do Sul,Featherweight/Lightweight/Welterweight,-900.0,100.0,Brazilian,2.0,0.0,0.0
3733,Charles Oliveira,0,Frankie Edgar,Decision,2013-07-06,Las Vegas,Featherweight/Lightweight/Welterweight,200.0,-100.0,Brazilian,1.0,0.0,0.0
3734,Charles Oliveira,0,Cub Swanson,TKO,2012-09-22,"Toronto, Ontario",Featherweight/Lightweight/Welterweight,-265.0,-265.0,Brazilian,0.0,0.0,0.0
3735,Charles Oliveira,1,Jonathan Brookins,Submission,2012-06-01,Las Vegas,Featherweight/Lightweight/Welterweight,-300.0,100.0,Brazilian,0.0,0.0,0.0
3736,Charles Oliveira,1,Eric Wisely,Submission,2012-01-28,"Chicago, Illinois",Featherweight/Lightweight/Welterweight,-515.0,100.0,Brazilian,1.0,0.0,0.0
3737,Charles Oliveira,0,Donald Cerrone,TKO,2011-08-14,"Milwaukee, Wisconsin",Featherweight/Lightweight/Welterweight,120.0,-100.0,Brazilian,0.0,0.0,0.0
3739,Charles Oliveira,0,Jim Miller,Submission,2010-12-11,"Montreal, Quebec",Featherweight/Lightweight/Welterweight,-130.0,-130.0,Brazilian,0.0,0.0,0.0
3740,Charles Oliveira,1,Efrain Escudero,Submission,2010-09-15,"Austin, Texas",Featherweight/Lightweight/Welterweight,-150.0,100.0,Brazilian,0.0,0.0,0.0
3741,Charles Oliveira,1,Darren Elkins,Submission,2010-08-01,"San Diego, California",Featherweight/Lightweight/Welterweight,-450.0,100.0,Brazilian,0.0,0.0,0.0
3742,Kyle Bradley,0,Rafael dos Anjos,Decision,2010-01-11,"Fairfax, Virginia",Lightweight/Welterweight,245.0,-100.0,American,0.0,1.0,0.0
3743,Kyle Bradley,1,Phillipe Nover,TKO,2009-05-23,"Las Vegas, Nevada",Lightweight/Welterweight,285.0,285.0,American,2.0,0.0,0.0
3744,Kyle Bradley,0,Joe Lauzon,TKO,2008-09-17,"Omaha, Nebraska",Lightweight/Welterweight,400.0,-100.0,American,1.0,0.0,0.0
3745,Kyle Bradley,0,Chris Lytle,TKO,2008-02-02,"Las Vegas, Nevada",Lightweight/Welterweight,450.0,-100.0,American,0.0,0.0,0.0
3748,Francisco Trinaldo,1,Norman Parke,Decision,2015-05-30,Goiania,Lightweight/Middleweight,130.0,130.0,Brazilian,0.0,0.0,3.0
3749,Francisco Trinaldo,1,Akbarh Arreola,Decision,2015-03-21,Rio de Janeiro,Lightweight/Middleweight,-280.0,100.0,Brazilian,0.0,0.0,2.0
3750,Francisco Trinaldo,1,Leandro Silva,Decision,2014-09-13,Brasilia,Lightweight/Middleweight,-190.0,100.0,Brazilian,1.0,0.0,1.0
3751,Francisco Trinaldo,0,Michael Chiesa,Decision,2014-05-24,"Las Vegas, Nevada",Lightweight/Middleweight,130.0,-100.0,Brazilian,0.0,0.0,1.0
3752,Francisco Trinaldo,1,Jesse Ronson,Decision,2014-02-15,Jaragua do Sul,Lightweight/Middleweight,-185.0,100.0,Brazilian,1.0,0.0,0.0
3753,Francisco Trinaldo,0,Piotr Hallmann,Submission,2013-09-04,Belo Horizonte,Lightweight/Middleweight,-260.0,-260.0,Brazilian,0.0,0.0,0.0
3754,Francisco Trinaldo,1,Mike Rio,Submission,2013-05-18,Jaragua do Sul,Lightweight/Middleweight,-385.0,100.0,Brazilian,1.0,0.0,0.0
3756,Francisco Trinaldo,0,Gleison Tibau,Decision,2012-10-13,Rio de Janeiro,Lightweight/Middleweight,125.0,-100.0,Brazilian,0.0,0.0,0.0
3758,Matt Hughes,0,Josh Koscheck,TKO,2011-09-24,"Denver, Colorado",Welterweight,260.0,-100.0,American,1.0,1.0,1.0
3759,Matt Hughes,0,B.J. Penn,TKO,2010-11-20,"Auburn Hills, Michigan",Welterweight,-165.0,-165.0,American,0.0,1.0,1.0
3760,Matt Hughes,1,Ricardo Almeida,Submission,2010-08-07,"Oakland, California",Welterweight,-195.0,100.0,American,0.0,1.0,1.0
3761,Matt Hughes,1,Renzo Gracie,TKO,2010-04-10,Abu Dhabi,Welterweight,-290.0,100.0,American,0.0,0.0,1.0
3762,Matt Hughes,1,Matt Serra,Decision,2009-05-23,"Las Vegas, Nevada",Welterweight,-205.0,100.0,American,2.0,0.0,0.0
3763,Matt Hughes,0,Thiago Alves,TKO,2008-06-07,London,Welterweight,-325.0,-325.0,American,1.0,0.0,0.0
3764,Matt Hughes,0,Georges St-Pierre,Submission,2007-12-29,"Las Vegas, Nevada",Welterweight,165.0,-100.0,American,0.0,0.0,0.0
3768,Steven Siler,0,Noad Lahat,Decision,2014-07-26,"San Jose, California",Featherweight/Lightweight,-290.0,-290.0,American,2.0,1.0,3.0
3769,Steven Siler,0,Rony Jason,TKO,2014-03-23,Natal,Featherweight/Lightweight,125.0,-100.0,American,1.0,1.0,3.0
3770,Steven Siler,0,Dennis Bermudez,Decision,2013-11-06,Fort Campbell,Featherweight/Lightweight,165.0,-100.0,American,0.0,1.0,3.0
3771,Steven Siler,1,Mike Brown,TKO,2013-08-17,"Boston, Massachusetts",Featherweight/Lightweight,175.0,175.0,American,0.0,0.0,3.0
3772,Steven Siler,1,Kurt Holobaugh,Decision,2013-04-27,"Newark, New Jersey",Featherweight/Lightweight,100.0,100.0,American,1.0,0.0,2.0
3773,Steven Siler,0,Darren Elkins,Decision,2012-11-17,"Montreal, Quebec",Featherweight/Lightweight,-140.0,-140.0,American,0.0,0.0,2.0
3774,Steven Siler,1,Joey Gambino,Submission,2012-06-22,Atlantic City,Featherweight/Lightweight,-135.0,100.0,American,0.0,0.0,2.0
3775,Steven Siler,1,Cole Miller,Decision,2012-03-03,Sydney,Featherweight/Lightweight,205.0,205.0,American,0.0,0.0,1.0
3776,Steven Siler,1,Josh Clopton,Decision,2011-12-03,Las Vegas,Featherweight/Lightweight,-115.0,100.0,American,0.0,0.0,0.0
3777,Nate Marquardt,0,Kelvin Gastelum,TKO,2015-06-13,Mexico City,Lightweight/Welterweight/Middleweight,285.0,-100.0,American,1.0,4.0,1.0
3778,Nate Marquardt,0,Brad Tavares,Decision,2015-01-03,"Las Vegas, Nevada",Lightweight/Welterweight/Middleweight,-120.0,-120.0,American,0.0,4.0,1.0
3779,Nate Marquardt,1,James Te-Huna,Submission,2014-06-28,Auckland,Lightweight/Welterweight/Middleweight,150.0,150.0,American,2.0,4.0,1.0
3780,Nate Marquardt,0,Hector Lombard,TKO,2013-10-19,"Houston, Texas",Lightweight/Welterweight/Middleweight,145.0,-100.0,American,1.0,4.0,1.0
3781,Nate Marquardt,0,Jake Ellenberger,TKO,2013-03-16,"Montreal, Quebec",Lightweight/Welterweight/Middleweight,120.0,-100.0,American,0.0,4.0,1.0
3782,Nate Marquardt,1,Dan Miller,Decision,2011-03-19,"Newark, New Jersey",Lightweight/Welterweight/Middleweight,-175.0,100.0,American,1.0,4.0,0.0
3783,Nate Marquardt,0,Yushin Okami,Decision,2010-11-13,Oberhausen,Lightweight/Welterweight/Middleweight,-208.0,-208.0,American,0.0,4.0,0.0
3784,Nate Marquardt,1,Rousimar Palhares,TKO,2010-09-15,"Austin, Texas",Lightweight/Welterweight/Middleweight,-295.0,100.0,American,1.0,3.0,0.0
3785,Nate Marquardt,0,Chael Sonnen,Decision,2010-02-06,"Las Vegas, Nevada",Lightweight/Welterweight/Middleweight,-315.0,-315.0,American,0.0,3.0,0.0
3786,Nate Marquardt,1,Demian Maia,TKO,2009-08-29,"Portland, Oregon",Lightweight/Welterweight/Middleweight,-165.0,100.0,American,0.0,2.0,0.0
3787,Nate Marquardt,1,Wilson Gouveia,TKO,2009-02-21,London,Lightweight/Welterweight/Middleweight,-215.0,100.0,American,0.0,1.0,0.0
3788,Nate Marquardt,1,Martin Kampmann,TKO,2008-09-06,"Atlanta, Georgia",Lightweight/Welterweight/Middleweight,160.0,160.0,American,1.0,0.0,0.0
3789,Nate Marquardt,0,Thales Leites,Decision,2008-06-07,London,Lightweight/Welterweight/Middleweight,-155.0,-155.0,American,0.0,0.0,0.0
3790,Nate Marquardt,1,Jeremy Horn,Submission,2008-02-02,"Las Vegas, Nevada",Lightweight/Welterweight/Middleweight,-164.0,100.0,American,1.0,0.0,0.0
3791,Nate Marquardt,0,Anderson Silva,TKO,2007-07-07,"Sacramento, California",Lightweight/Welterweight/Middleweight,155.0,-100.0,American,0.0,0.0,0.0
3792,Jumabieke Tuerxun,0,Marcus Brimage,TKO,2014-11-08,Sydney,Bantamweight,260.0,-100.0,Chinese,2.0,0.0,0.0
3793,Jumabieke Tuerxun,0,Leandro Issa,Submission,2014-07-06,"Las Vegas, Nevada",Bantamweight,-130.0,-130.0,Chinese,1.0,0.0,0.0
3794,Jumabieke Tuerxun,0,Mark Eddiva,Decision,2014-03-01,Macau,Bantamweight,-230.0,-230.0,Chinese,0.0,0.0,0.0
3795,Mac Danzig,0,Joe Lauzon,Decision,2013-12-14,"Sacramento, California",Lightweight/Welterweight,160.0,-100.0,American,2.0,1.0,2.0
3796,Mac Danzig,0,Melvin Guillard,TKO,2013-07-27,"Seattle, Washington",Lightweight/Welterweight,-160.0,-160.0,American,1.0,1.0,2.0
3797,Mac Danzig,0,Takanori Gomi,Decision,2012-11-10,Macau,Lightweight/Welterweight,-155.0,-155.0,American,0.0,1.0,2.0
3798,Mac Danzig,1,Efrain Escudero,Decision,2012-04-21,"Atlanta, Georgia",Lightweight/Welterweight,-140.0,100.0,American,1.0,1.0,1.0
3799,Mac Danzig,0,Matt Wiman,Decision,2011-10-01,Washington D.C.,Lightweight/Welterweight,135.0,-100.0,American,0.0,1.0,1.0
3800,Mac Danzig,1,Joe Stevenson,TKO,2010-12-11,"Montreal, Quebec",Lightweight/Welterweight,230.0,230.0,American,1.0,0.0,1.0
3801,Mac Danzig,0,Matt Wiman,,2010-06-12,"Vancouver, British Columbia",Lightweight/Welterweight,-125.0,-125.0,American,0.0,0.0,1.0
3802,Mac Danzig,1,Justin Buchholz,Decision,2010-02-06,"Las Vegas, Nevada",Lightweight/Welterweight,-280.0,100.0,American,3.0,0.0,0.0
3803,Mac Danzig,0,Jim Miller,Decision,2009-07-11,"Las Vegas, Nevada",Lightweight/Welterweight,175.0,-100.0,American,2.0,0.0,0.0
3804,Mac Danzig,0,Josh Neer,Submission,2009-02-07,"Tampa, Florida",Lightweight/Welterweight,-105.0,-105.0,American,1.0,0.0,0.0
3805,Mac Danzig,0,Clay Guida,Decision,2008-09-17,"Omaha, Nebraska",Lightweight/Welterweight,150.0,-100.0,American,0.0,0.0,0.0
3806,Mac Danzig,1,Mark Bocek,Submission,2008-04-19,"Montreal, Quebec",Lightweight/Welterweight,-650.0,100.0,American,0.0,0.0,0.0
3807,Mac Danzig,1,Tom Speer,Submission,2007-12-08,"Las Vegas, Nevada",Lightweight/Welterweight,-165.0,100.0,American,0.0,0.0,0.0
3808,Rony Mariano Bezerra,1,Damon Jackson,Submission,2015-05-30,Goiania,Featherweight,-230.0,100.0,Brazilian,1.0,2.0,1.0
3809,Rony Mariano Bezerra,0,Robbie Peralta,Decision,2014-05-31,Sao Paulo,Featherweight,-190.0,-190.0,Brazilian,0.0,2.0,1.0
3810,Rony Mariano Bezerra,1,Steven Siler,TKO,2014-03-23,Natal,Featherweight,-165.0,100.0,Brazilian,1.0,1.0,1.0
3811,Rony Mariano Bezerra,0,Jeremy Stephens,TKO,2013-11-09,Goiania,Featherweight,-155.0,-155.0,Brazilian,0.0,1.0,1.0
3812,Rony Mariano Bezerra,1,Mike Wilkinson,Submission,2013-06-08,Fortaleza,Featherweight,-305.0,100.0,Brazilian,0.0,1.0,1.0
3813,Rony Mariano Bezerra,1,Sam Sicilia,TKO,2012-10-13,Rio de Janeiro,Featherweight,-275.0,100.0,Brazilian,0.0,0.0,1.0
3814,Rony Mariano Bezerra,1,Godofredo Pepey,Decision,2012-06-23,Belo Horizonte,Featherweight,-305.0,100.0,Brazilian,0.0,0.0,0.0
3816,Damon Jackson,0,Yancy Medeiros,Submission,2014-08-30,"Sacramento, California",Featherweight/Lightweight,100.0,-100.0,American,0.0,0.0,0.0
3817,Claudia Gadelha,1,Jessica Aguilar,Decision,2015-08-01,Rio de Janeiro,Strawweight/Flyweight,-265.0,100.0,Brazilian,1.0,0.0,1.0
3818,Claudia Gadelha,0,Joanna Jedrzejczyk,Decision,2014-12-13,"Phoenix, Arizona",Strawweight/Flyweight,-210.0,-210.0,Brazilian,0.0,0.0,1.0
3819,Claudia Gadelha,1,Tina Lahdemaki,Decision,2014-07-16,"Atlantic City, New Jersey",Strawweight/Flyweight,-505.0,100.0,Brazilian,0.0,0.0,0.0
3820,Joe Soto,0,Anthony Birchak,TKO,2015-06-06,"New Orleans, Louisiana",Bantamweight/Featherweight,-230.0,-230.0,American,1.0,0.0,0.0
3821,Joe Soto,0,T.J. Dillashaw,TKO,2014-08-30,"Sacramento, California",Bantamweight/Featherweight,700.0,-100.0,American,0.0,0.0,0.0
3822,Tomasz Drwal,0,David Branch,Decision,2010-09-15,"Austin, Texas",Middleweight/Light Heavyweight/Heavyweight,-170.0,-170.0,Polish,1.0,2.0,0.0
3823,Tomasz Drwal,0,Rousimar Palhares,Submission,2010-03-27,"Newark, New Jersey",Middleweight/Light Heavyweight/Heavyweight,190.0,-100.0,Polish,0.0,2.0,0.0
3824,Tomasz Drwal,1,Drew McFedries,Submission,2009-09-19,"Dallas, Texas",Middleweight/Light Heavyweight/Heavyweight,130.0,130.0,Polish,0.0,2.0,0.0
3825,Tomasz Drwal,1,Mike Ciesnolevicz,TKO,2009-06-20,"Las Vegas, Nevada",Middleweight/Light Heavyweight/Heavyweight,-115.0,100.0,Polish,0.0,1.0,0.0
3826,Tomasz Drwal,1,Ivan Serati,TKO,2009-01-17,Dublin,Middleweight/Light Heavyweight/Heavyweight,-215.0,100.0,Polish,1.0,0.0,0.0
3827,Tomasz Drwal,0,Thiago Silva,TKO,2007-09-08,London,Middleweight/Light Heavyweight/Heavyweight,225.0,-100.0,Polish,0.0,0.0,0.0
3828,T.J. Dillashaw,1,Renan Barao,TKO,2015-07-25,"Chicago, Illinois",Bantamweight,-250.0,100.0,American,0.0,4.0,2.0
3829,T.J. Dillashaw,1,Joe Soto,TKO,2014-08-30,"Sacramento, California",Bantamweight,-1500.0,100.0,American,0.0,3.0,2.0
3830,T.J. Dillashaw,1,Renan Barao,TKO,2014-05-24,"Las Vegas, Nevada",Bantamweight,325.0,325.0,American,0.0,2.0,2.0
3831,T.J. Dillashaw,1,Mike Easton,Decision,2014-01-15,"Duluth, Georgia",Bantamweight,-230.0,100.0,American,1.0,2.0,1.0
3832,T.J. Dillashaw,0,Raphael Assuncao,Decision,2013-10-09,Barueri,Bantamweight,-265.0,-265.0,American,0.0,2.0,1.0
3833,T.J. Dillashaw,1,Hugo Viana,TKO,2013-04-20,"San Jose, California",Bantamweight,-295.0,100.0,American,0.0,1.0,1.0
3834,T.J. Dillashaw,1,Issei Tamura,TKO,2013-03-16,"Montreal, Quebec",Bantamweight,-405.0,100.0,American,0.0,0.0,1.0
3835,T.J. Dillashaw,1,Vaughan Lee,Submission,2012-07-11,"San Jose, California",Bantamweight,-435.0,100.0,American,0.0,0.0,1.0
3836,T.J. Dillashaw,1,Walel Watson,Decision,2012-02-15,"Omaha, Nebraska",Bantamweight,-250.0,100.0,American,1.0,0.0,0.0
