,name,wl,opponent,finish,date,location,weight,moneyline,bet_outcome,nationality,Lstreak,WinTKO,WinDecision
2780,Stephen Thompson,1,Nah-Shon Burrell,Decision,2013-05-25,"Las Vegas, Nevada",Welterweight,-134.0,100.0,American,1.0,1.0,0.0
2781,Stephen Thompson,0,Matt Brown,Decision,2012-04-21,"Atlanta, Georgia",Welterweight,-225.0,-225.0,American,0.0,1.0,0.0
2782,Stephen Thompson,1,Dan Stittgen,TKO,2012-02-04,"Las Vegas, Nevada",Welterweight,-200.0,100.0,American,0.0,0.0,0.0
2783,Alex Chambers,1,Kailin Curran,Submission,2015-05-10,Adelaide,Strawweight,160.0,160.0,Australian,1.0,0.0,0.0
2784,Alex Chambers,0,Aisling Daly,Submission,2014-12-12,"Las Vegas, Nevada",Strawweight,205.0,-100.0,Australian,0.0,0.0,0.0
2786,Nick Diaz,0,Georges St-Pierre,Decision,2013-03-16,"Montreal, Quebec",Lightweight/Welterweight/Middleweight,310.0,-100.0,American,1.0,0.0,1.0
2787,Nick Diaz,0,Carlos Condit,Decision,2012-02-04,"Las Vegas, Nevada",Lightweight/Welterweight/Middleweight,-105.0,-105.0,American,0.0,0.0,1.0
2788,Nick Diaz,1,B.J. Penn,Decision,2011-10-29,"Las Vegas, Nevada",Lightweight/Welterweight/Middleweight,285.0,285.0,American,0.0,0.0,0.0
2789,Ivan Salaverry,0,Rousimar Palhares,Submission,2008-05-24,"Las Vegas, Nevada",Middleweight,-170.0,-170.0,Canadian,0.0,0.0,0.0
2790,Julie Kedzie,0,Bethe Correia,Decision,2013-12-07,"Brisbane, Queensland",Bantamweight,-340.0,-340.0,American,1.0,0.0,0.0
2791,Julie Kedzie,0,Germaine de Randamie,Decision,2013-07-27,"Seattle, Washington",Bantamweight,-155.0,-155.0,American,0.0,0.0,0.0
2792,DaMarques Johnson,0,Gunnar Nelson,Submission,2012-09-29,Nottingham,Welterweight,230.0,-100.0,American,2.0,2.0,0.0
2793,DaMarques Johnson,0,Mike Swick,TKO,2012-08-04,"Los Angeles, California",Welterweight,200.0,-100.0,American,1.0,2.0,0.0
2794,DaMarques Johnson,0,John Maguire,Submission,2012-04-14,Stockholm,Welterweight,-140.0,-140.0,American,0.0,2.0,0.0
2795,DaMarques Johnson,1,Clay Harvison,TKO,2011-11-12,"Anaheim, California",Welterweight,-260.0,100.0,American,1.0,1.0,0.0
2796,DaMarques Johnson,0,Amir Sadollah,Submission,2011-03-26,"Seattle, Washington",Welterweight,120.0,-100.0,American,0.0,1.0,0.0
2797,DaMarques Johnson,1,Mike Guymon,Submission,2011-01-22,"Killeen, Texas",Welterweight,-160.0,100.0,American,1.0,1.0,0.0
2798,DaMarques Johnson,0,Matthew Riddle,TKO,2010-08-01,"San Diego, California",Welterweight,-110.0,-110.0,American,0.0,1.0,0.0
2799,DaMarques Johnson,1,Brad Blackburn,TKO,2010-04-10,Abu Dhabi,Welterweight,155.0,155.0,American,0.0,0.0,0.0
2800,DaMarques Johnson,1,Edgar Garcia,Submission,2009-12-12,"Memphis, Tennessee",Welterweight,255.0,255.0,American,1.0,0.0,0.0
2801,DaMarques Johnson,0,James Wilks,Submission,2009-06-20,"Las Vegas, Nevada",Welterweight,-310.0,-310.0,American,0.0,0.0,0.0
2802,Luke Zachrich,0,Dan Kelly,Submission,2014-11-07,"Sydney, New South Wales",Middleweight,-215.0,-215.0,American,0.0,0.0,1.0
2803,Luke Zachrich,1,Guilherme Vasconcelos,Decision,2014-07-05,"Las Vegas, Nevada",Middleweight,130.0,130.0,American,1.0,0.0,0.0
2804,Luke Zachrich,0,Caio Magalhaes,TKO,2014-04-19,"Orlando, Florida",Middleweight,200.0,-100.0,American,0.0,0.0,0.0
2805,Chuck Liddell,0,Rich Franklin,TKO,2010-06-12,"Vancouver, British Columbia",,-115.0,-115.0,American,2.0,0.0,1.0
2806,Chuck Liddell,0,Mauricio Rua,TKO,2009-04-19,"Montreal, Quebec",,-160.0,-160.0,American,1.0,0.0,1.0
2807,Chuck Liddell,0,Rashad Evans,TKO,2008-09-06,"Atlanta, Georgia",,-215.0,-215.0,American,0.0,0.0,1.0
2808,Chuck Liddell,1,Wanderlei Silva,Decision,2007-12-29,"Las Vegas, Nevada",,125.0,125.0,American,1.0,0.0,0.0
2809,Chuck Liddell,0,Keith Jardine,Decision,2007-09-22,"Anaheim, California",,-285.0,-285.0,American,0.0,0.0,0.0
2810,Shane Roller,0,Jacob Volkmann,Submission,2012-10-05,"Minneapolis, Minnesota",,175.0,-100.0,American,0.0,1.0,1.0
2811,Shane Roller,1,John Alessio,Decision,2012-07-07,"Las Vegas, Nevada",,-160.0,100.0,American,3.0,1.0,0.0
2812,Shane Roller,0,Michael Johnson,Decision,2012-01-28,"Chicago, Illinois",,-160.0,-160.0,American,2.0,1.0,0.0
2813,Shane Roller,0,TJ Grant,Submission,2011-10-01,"Washington, D.C.",,-210.0,-210.0,American,1.0,1.0,0.0
2814,Shane Roller,0,Melvin Guillard,TKO,2011-07-02,"Las Vegas, Nevada",,185.0,-100.0,American,0.0,1.0,0.0
2815,Shane Roller,1,Thiago Tavares,TKO,2011-03-03,"Louisville, Kentucky",,-115.0,100.0,American,0.0,0.0,0.0
2816,Sean Soriano,0,Charles Rosa,Submission,2015-01-18,"Boston, Massachusetts",Featherweight,135.0,-100.0,American,2.0,0.0,0.0
2817,Sean Soriano,0,Chas Skelly,Decision,2014-09-05,"Ledyard, Connecticut",Featherweight,140.0,-100.0,American,1.0,0.0,0.0
2818,Sean Soriano,0,Tatsuya Kawajiri,Submission,2014-01-04,Marina Bay,Featherweight,160.0,-100.0,American,0.0,0.0,0.0
2819,Kenny Florian,0,Jose Aldo,Decision,2011-10-08,"Houston, Texas",Featherweight/Lightweight/Welterweight/Middleweight,215.0,-100.0,"Peruvian
American",0.0,1.0,2.0
2820,Kenny Florian,1,Diego Nunes,Decision,2011-06-11,"Vancouver, British Columbia",Featherweight/Lightweight/Welterweight/Middleweight,-175.0,100.0,"Peruvian
American",1.0,1.0,1.0
2821,Kenny Florian,0,Gray Maynard,Decision,2010-08-28,"Boston, Massachusetts",Featherweight/Lightweight/Welterweight/Middleweight,100.0,-100.0,"Peruvian
American",0.0,1.0,1.0
2822,Kenny Florian,1,Takanori Gomi,Submission,2010-03-31,"Charlotte, North Carolina",Featherweight/Lightweight/Welterweight/Middleweight,-200.0,100.0,"Peruvian
American",0.0,1.0,1.0
2823,Kenny Florian,1,Clay Guida,Submission,2009-12-12,"Memphis, Tennessee",Featherweight/Lightweight/Welterweight/Middleweight,-205.0,100.0,"Peruvian
American",1.0,1.0,1.0
2824,Kenny Florian,0,B.J. Penn,Submission,2009-08-08,"Philadelphia, Pennsylvania",Featherweight/Lightweight/Welterweight/Middleweight,115.0,-100.0,"Peruvian
American",0.0,1.0,1.0
2825,Kenny Florian,1,Joe Stevenson,Submission,2008-11-15,"Las Vegas, Nevada",Featherweight/Lightweight/Welterweight/Middleweight,-180.0,100.0,"Peruvian
American",0.0,1.0,1.0
2826,Kenny Florian,1,Roger Huerta,Decision,2008-08-09,"Minneapolis, Minnesota",Featherweight/Lightweight/Welterweight/Middleweight,-130.0,100.0,"Peruvian
American",0.0,1.0,0.0
2827,Kenny Florian,1,Joe Lauzon,TKO,2008-04-02,"Broomfield, Colorado",Featherweight/Lightweight/Welterweight/Middleweight,-155.0,100.0,"Peruvian
American",0.0,0.0,0.0
2828,Kenny Florian,1,Din Thomas,Submission,2007-09-19,"Las Vegas, Nevada",Featherweight/Lightweight/Welterweight/Middleweight,-200.0,100.0,"Peruvian
American",0.0,0.0,0.0
2829,Kenny Florian,1,Alvin Robinson,Submission,2007-07-07,"Sacramento, California",Featherweight/Lightweight/Welterweight/Middleweight,-350.0,100.0,"Peruvian
American",0.0,0.0,0.0
2830,Ryan Benoit,1,Sergio Pettis,TKO,2015-03-14,"Dallas, Texas",Bantamweight/Flyweight,305.0,305.0,American,1.0,0.0,0.0
2831,Ryan Benoit,0,Josh Sampo,Submission,2013-11-30,"Las Vegas, Nevada",Bantamweight/Flyweight,210.0,-100.0,American,0.0,0.0,0.0
2832,Scott Smith,0,Ed Herman,Submission,2007-06-16,"Belfast, Northern Ireland",Welterweight/Middleweight/Light Heavyweight/Heavyweight,140.0,-100.0,American,0.0,0.0,0.0
2833,Oli Thompson,0,Phil De Fries,Submission,2012-08-04,"Los Angeles, California",Light Heavyweight/Heavyweight,210.0,-100.0,missing,1.0,0.0,0.0
2834,Oli Thompson,0,Shawn Jordan,TKO,2012-03-03,"Sydney, Australia",Light Heavyweight/Heavyweight,100.0,-100.0,missing,0.0,0.0,0.0
2835,Soa Palelei,0,Antonio Silva,TKO,2015-08-01,Rio de Janeiro,Heavyweight,-230.0,-230.0,Australian,0.0,4.0,0.0
2836,Soa Palelei,1,Walt Harris,TKO,2014-11-08,Sydney,Heavyweight,-165.0,100.0,Australian,1.0,3.0,0.0
2837,Soa Palelei,0,Jared Rosholt,Decision,2014-06-28,Auckland,Heavyweight,170.0,-100.0,Australian,0.0,3.0,0.0
2838,Soa Palelei,1,Ruan Potts,TKO,2014-05-10,"Cincinnati, Ohio",Heavyweight,-190.0,100.0,Australian,0.0,2.0,0.0
2839,Soa Palelei,1,Pat Barry,TKO,2013-12-07,Brisbane,Heavyweight,180.0,180.0,Australian,0.0,1.0,0.0
2840,Soa Palelei,1,Nikita Krylov,TKO,2013-08-31,"Milwaukee, Wisconsin",Heavyweight,100.0,100.0,Australian,1.0,0.0,0.0
2841,Soa Palelei,0,Eddie Sanchez,TKO,2007-12-29,"Paradise, Nevada",Heavyweight,-160.0,-160.0,Australian,0.0,0.0,0.0
2842,Lim Hyun-Gyu,0,Neil Magny,TKO,2015-05-16,Pasay,Welterweight/Middleweight,-150.0,-150.0,South Korean,0.0,3.0,0.0
2843,Lim Hyun-Gyu,1,Takenori Sato,TKO,2014-09-20,Saitama,Welterweight/Middleweight,-705.0,100.0,South Korean,1.0,2.0,0.0
2844,Lim Hyun-Gyu,0,Tarec Saffiedine,Decision,2014-01-04,Marina Bay,Welterweight/Middleweight,135.0,-100.0,South Korean,0.0,2.0,0.0
2845,Lim Hyun-Gyu,1,Pascal Krauss,TKO,2013-08-31,"Milwaukee, Wisconsin",Welterweight/Middleweight,165.0,165.0,South Korean,0.0,1.0,0.0
2846,Lim Hyun-Gyu,1,Marcelo Guimaraes,TKO,2013-03-03,Saitama,Welterweight/Middleweight,-230.0,100.0,South Korean,0.0,0.0,0.0
2847,Jessamyn Duke,0,Elizabeth Phillips,Decision,2015-07-25,"Chicago, Illinois",Bantamweight/Featherweight,-125.0,-125.0,American,2.0,0.0,1.0
2848,Jessamyn Duke,0,Leslie Smith,TKO,2014-07-16,"Atlantic City, New Jersey",Bantamweight/Featherweight,-140.0,-140.0,American,1.0,0.0,1.0
2849,Jessamyn Duke,0,Bethe Correia,Decision,2014-04-26,"Baltimore, Maryland",Bantamweight/Featherweight,-135.0,-135.0,American,0.0,0.0,1.0
2850,Jessamyn Duke,1,Peggy Morgan,Decision,2013-11-30,"Las Vegas, Nevada",Bantamweight/Featherweight,-215.0,100.0,American,0.0,0.0,0.0
2851,Michael Kuiper,0,Brad Scott,Submission,2013-10-26,"Manchester, England",Middleweight,-250.0,-250.0,Dutch,1.0,1.0,0.0
2852,Michael Kuiper,0,Tom Lawlor,Submission,2013-04-06,Stockholm,Middleweight,105.0,-100.0,Dutch,0.0,1.0,0.0
2853,Michael Kuiper,1,Jared Hamman,TKO,2012-08-11,"Denver, Colorado",Middleweight,-120.0,100.0,Dutch,1.0,0.0,0.0
2854,Michael Kuiper,0,Rafael Natal,Decision,2012-02-04,Las Vegas,Middleweight,235.0,-100.0,Dutch,0.0,0.0,0.0
2855,Chad Mendes,0,Conor McGregor,TKO,2015-07-11,"Las Vegas, Nevada",Featherweight,-115.0,-115.0,American,0.0,5.0,3.0
2856,Chad Mendes,1,Ricardo Lamas,TKO,2015-04-04,"Fairfax, Virginia",Featherweight,-400.0,100.0,American,1.0,4.0,3.0
2857,Chad Mendes,0,Jose Aldo,Decision,2014-10-25,Rio de Janeiro,Featherweight,150.0,-100.0,American,0.0,4.0,3.0
2858,Chad Mendes,1,Nik Lentz,Decision,2013-12-14,"Sacramento, California",Featherweight,-380.0,100.0,American,0.0,4.0,2.0
2859,Chad Mendes,1,Clay Guida,TKO,2013-08-31,"Milwaukee, Wisconsin",Featherweight,-250.0,100.0,American,0.0,3.0,2.0
2860,Chad Mendes,1,Darren Elkins,TKO,2013-04-20,"San Jose, California",Featherweight,-445.0,100.0,American,0.0,2.0,2.0
2861,Chad Mendes,1,Yaotzin Meza,TKO,2012-12-15,Gold Coast,Featherweight,-1100.0,100.0,American,0.0,1.0,2.0
2862,Chad Mendes,1,Cody McKenzie,TKO,2012-07-07,"Las Vegas, Nevada",Featherweight,-450.0,100.0,American,1.0,0.0,2.0
2863,Chad Mendes,0,Jose Aldo,TKO,2012-01-14,Rio de Janeiro,Featherweight,240.0,-100.0,American,0.0,0.0,2.0
2864,Chad Mendes,1,Rani Yahya,Decision,2011-08-06,"Philadelphia, Pennsylvania",Featherweight,-625.0,100.0,American,0.0,0.0,1.0
2865,Chad Mendes,1,Michihiro Omigawa,Decision,2011-02-05,"Las Vegas, Nevada",Featherweight,-255.0,100.0,American,0.0,0.0,0.0
2866,Jon Fitch,0,Demian Maia,Decision,2013-02-02,"Las Vegas, Nevada",Welterweight/Middleweight,-150.0,-150.0,American,0.0,0.0,8.0
2867,Jon Fitch,1,Erick Silva,Decision,2012-10-13,Rio de Janeiro,Welterweight/Middleweight,-140.0,100.0,American,1.0,0.0,7.0
2868,Jon Fitch,0,Johny Hendricks,TKO,2011-12-30,"Las Vegas, Nevada",Welterweight/Middleweight,-300.0,-300.0,American,0.0,0.0,7.0
2870,Jon Fitch,1,Thiago Alves,Decision,2010-08-07,"Oakland, California",Welterweight/Middleweight,-108.0,100.0,American,0.0,0.0,6.0
2871,Jon Fitch,1,Ben Saunders,Decision,2010-03-27,"Newark, New Jersey",Welterweight/Middleweight,-325.0,100.0,American,0.0,0.0,5.0
2872,Jon Fitch,1,Mike Pierce,Decision,2009-12-12,"Memphis, Tennessee",Welterweight/Middleweight,-345.0,100.0,American,0.0,0.0,4.0
2873,Jon Fitch,1,Paulo Thiago,Decision,2009-07-11,"Las Vegas, Nevada",Welterweight/Middleweight,-245.0,100.0,American,0.0,0.0,3.0
2874,Jon Fitch,1,Akihiro Gono,Decision,2009-01-31,"Las Vegas, Nevada",Welterweight/Middleweight,-600.0,100.0,American,1.0,0.0,2.0
2875,Jon Fitch,0,Georges St-Pierre,Decision,2008-08-09,"Minneapolis, Minnesota",Welterweight/Middleweight,180.0,-100.0,American,0.0,0.0,2.0
2876,Jon Fitch,1,Chris Wilson,Decision,2008-03-01,"Columbus, Ohio",Welterweight/Middleweight,-550.0,100.0,American,0.0,0.0,1.0
2877,Jon Fitch,1,Diego Sanchez,Decision,2007-09-22,"Anaheim, California",Welterweight/Middleweight,-215.0,100.0,American,0.0,0.0,0.0
2878,Cat Zingano,0,Ronda Rousey,Submission,2015-02-28,"Los Angeles, California",Bantamweight,475.0,-100.0,American,0.0,2.0,0.0
2879,Cat Zingano,1,Amanda Nunes,TKO,2014-09-27,"Las Vegas, Nevada",Bantamweight,-280.0,100.0,American,0.0,1.0,0.0
2880,Cat Zingano,1,Miesha Tate,TKO,2013-04-13,"Las Vegas, Nevada",Bantamweight,135.0,135.0,American,0.0,0.0,0.0
2881,Pawel Pawlak,0,Leon Edwards,Decision,2015-07-18,Glasgow,Lightweight/Welterweight,160.0,-100.0,Polish,0.0,0.0,1.0
2882,Pawel Pawlak,1,Sheldon Westcott,Decision,2015-04-11,Krakow,Lightweight/Welterweight,120.0,120.0,Polish,1.0,0.0,0.0
2883,Pawel Pawlak,0,Peter Sobotta,Decision,2014-05-31,Berlin,Lightweight/Welterweight,-215.0,-215.0,Polish,0.0,0.0,0.0
2887,Jussier Da Silva,0,Joseph Benavidez,TKO,2013-09-04,Belo Horizonte,Flyweight,235.0,-100.0,Brazilian,0.0,0.0,1.0
2888,Jussier Da Silva,1,Chris Cariaso,Decision,2013-05-18,Jaragua do Sul,Flyweight,-195.0,100.0,Brazilian,1.0,0.0,0.0
2889,Jussier Da Silva,0,John Dodson,TKO,2012-10-05,"Minneapolis, Minnesota",Flyweight,170.0,-100.0,Brazilian,0.0,0.0,0.0
2890,Matt Van Buren,0,Sean O'Connell,TKO,2015-01-18,"Boston, Massachusetts",Light Heavyweight/Heavyweight,100.0,-100.0,American,1.0,0.0,0.0
2891,Matt Van Buren,0,Corey Anderson,TKO,2014-07-06,"Las Vegas, Nevada",Light Heavyweight/Heavyweight,120.0,-100.0,American,0.0,0.0,0.0
2892,Lance Benoist,1,Bobby Voelker,Decision,2014-06-07,"Albuquerque, New Mexico",Welterweight,217.0,217.0,American,2.0,0.0,1.0
2893,Lance Benoist,0,Sean Pierson,Decision,2012-09-22,"Toronto, Ontario",Welterweight,-165.0,-165.0,American,1.0,0.0,1.0
2894,Lance Benoist,0,Seth Baczynski,Decision,2012-06-08,"Sunrise, Florida",Welterweight,-105.0,-105.0,American,0.0,0.0,1.0
2895,Lance Benoist,1,Matthew Riddle,Decision,2011-09-17,"New Orleans, Louisiana",Welterweight,200.0,200.0,American,0.0,0.0,0.0
2899,James McSweeney,0,Fabio Maldonado,TKO,2010-10-16,London,Light Heavyweight/Heavyweight,170.0,-100.0,English,1.0,1.0,0.0
2900,James McSweeney,0,Travis Browne,TKO,2010-06-19,"Las Vegas, Nevada",Light Heavyweight/Heavyweight,115.0,-100.0,English,0.0,1.0,0.0
2901,James McSweeney,1,Darrill Schoonover,TKO,2009-12-05,Las Vegas,Light Heavyweight/Heavyweight,-145.0,100.0,English,0.0,0.0,0.0
2902,Houston Alexander,0,Kimbo Slice,Decision,2009-12-05,"Las Vegas, Nevada",Light Heavyweight/Heavyweight,-115.0,-115.0,American,3.0,1.0,0.0
2903,Houston Alexander,0,Eric Schafer,Submission,2008-09-17,"Omaha, Nebraska",Light Heavyweight/Heavyweight,-205.0,-205.0,American,2.0,1.0,0.0
2904,Houston Alexander,0,James Irvin,TKO,2008-04-02,"Broomfield, Colorado",Light Heavyweight/Heavyweight,-260.0,-260.0,American,1.0,1.0,0.0
2905,Houston Alexander,0,Thiago Silva,TKO,2007-11-17,"Newark, New Jersey",Light Heavyweight/Heavyweight,-215.0,-215.0,American,0.0,1.0,0.0
2906,Houston Alexander,1,Alessio Sakara,TKO,2007-09-08,"London, England",Light Heavyweight/Heavyweight,-295.0,100.0,American,0.0,0.0,0.0
2907,Raphael Assuncao,1,Bryan Caraway,Decision,2014-10-04,"Halifax, Nova Scotia",Bantamweight/Featherweight,-286.0,100.0,Brazilian,0.0,0.0,3.0
2908,Raphael Assuncao,1,Pedro Munhoz,Decision,2014-02-22,"Las Vegas, Nevada",Bantamweight/Featherweight,-230.0,100.0,Brazilian,0.0,0.0,2.0
2909,Raphael Assuncao,1,T.J. Dillashaw,Decision,2013-10-09,Barueri,Bantamweight/Featherweight,185.0,185.0,Brazilian,0.0,0.0,1.0
2910,Raphael Assuncao,1,Vaughan Lee,Submission,2013-06-08,Fortaleza,Bantamweight/Featherweight,-420.0,100.0,Brazilian,0.0,0.0,1.0
2911,Raphael Assuncao,1,Mike Easton,Decision,2012-12-08,"Seattle, Washington",Bantamweight/Featherweight,240.0,240.0,Brazilian,1.0,0.0,0.0
2914,Raphael Assuncao,0,Erik Koch,TKO,2011-03-19,"Newark, New Jersey",Bantamweight/Featherweight,140.0,-100.0,Brazilian,0.0,0.0,0.0
2915,Ernest Chavez,0,Zubaira Tukhugov,TKO,2014-10-04,Stockholm,Lightweight,160.0,-100.0,American,1.0,0.0,1.0
2916,Ernest Chavez,0,Elias Silverio,Submission,2014-05-31,Sao Paulo,Lightweight,250.0,-100.0,American,0.0,0.0,1.0
2917,Ernest Chavez,1,Yosdenis Cedeno,Decision,2014-02-22,"Las Vegas, Nevada",Lightweight,170.0,170.0,American,0.0,0.0,0.0
2918,Rousimar Palhares,1,Mike Pierce,Submission,2013-10-09,Barueri,Welterweight/Middleweight/Light Heavyweight/Heavyweight,150.0,150.0,Brazilian,2.0,0.0,2.0
2919,Rousimar Palhares,0,Hector Lombard,TKO,2012-12-15,Gold Coast,Welterweight/Middleweight/Light Heavyweight/Heavyweight,200.0,-100.0,Brazilian,1.0,0.0,2.0
2920,Rousimar Palhares,0,Alan Belcher,TKO,2012-05-05,"East Rutherford, New Jersey",Welterweight/Middleweight/Light Heavyweight/Heavyweight,-340.0,-340.0,Brazilian,0.0,0.0,2.0
2921,Rousimar Palhares,1,Mike Massenzio,Submission,2012-01-14,Rio de Janeiro,Welterweight/Middleweight/Light Heavyweight/Heavyweight,-350.0,100.0,Brazilian,0.0,0.0,2.0
2922,Rousimar Palhares,1,Dan Miller,Decision,2011-08-27,Rio de Janeiro,Welterweight/Middleweight/Light Heavyweight/Heavyweight,-270.0,100.0,Brazilian,0.0,0.0,1.0
2923,Rousimar Palhares,1,David Branch,Submission,2011-03-03,"Louisville, Kentucky",Welterweight/Middleweight/Light Heavyweight/Heavyweight,-235.0,100.0,Brazilian,1.0,0.0,1.0
2924,Rousimar Palhares,0,Nate Marquardt,TKO,2010-09-15,"Austin, Texas",Welterweight/Middleweight/Light Heavyweight/Heavyweight,235.0,-100.0,Brazilian,0.0,0.0,1.0
2925,Rousimar Palhares,1,Tomasz Drwal,Submission,2010-03-27,"Newark, New Jersey",Welterweight/Middleweight/Light Heavyweight/Heavyweight,-240.0,100.0,Brazilian,0.0,0.0,1.0
2926,Rousimar Palhares,1,Lucio Linhares,Submission,2009-12-12,"Memphis, Tennessee",Welterweight/Middleweight/Light Heavyweight/Heavyweight,-320.0,100.0,Brazilian,0.0,0.0,1.0
2927,Rousimar Palhares,1,Jeremy Horn,Decision,2009-01-17,Dublin,Welterweight/Middleweight/Light Heavyweight/Heavyweight,-455.0,100.0,Brazilian,1.0,0.0,0.0
2928,Rousimar Palhares,0,Dan Henderson,Decision,2008-09-06,"Atlanta, Georgia",Welterweight/Middleweight/Light Heavyweight/Heavyweight,-120.0,-120.0,Brazilian,0.0,0.0,0.0
2929,Rousimar Palhares,1,Ivan Salaverry,Submission,2008-05-24,"Paradise, Nevada",Welterweight/Middleweight/Light Heavyweight/Heavyweight,140.0,140.0,Brazilian,0.0,0.0,0.0
2930,Joseph Duffy,1,Ivan Jorge,Submission,2015-07-18,Glasgow,Lightweight/Welterweight,-705.0,100.0,Irish,0.0,0.0,0.0
2932,Duane Ludwig,0,Che Mills,TKO,2012-09-29,Nottingham,Lightweight/Welterweight,230.0,-100.0,American,2.0,0.0,2.0
2933,Duane Ludwig,0,Dan Hardy,TKO,2012-05-26,"Las Vegas, Nevada",Lightweight/Welterweight,115.0,-100.0,American,1.0,0.0,2.0
2934,Duane Ludwig,0,Josh Neer,Submission,2012-01-20,"Nashville, Tennessee",Lightweight/Welterweight,-115.0,-115.0,American,0.0,0.0,2.0
2935,Duane Ludwig,1,Amir Sadollah,Decision,2011-08-14,"Milwaukee, Wisconsin",Lightweight/Welterweight,225.0,225.0,American,0.0,0.0,1.0
2936,Duane Ludwig,1,Nick Osipczak,Decision,2010-11-13,Oberhausen,Lightweight/Welterweight,150.0,150.0,American,2.0,0.0,0.0
2937,Duane Ludwig,0,Darren Elkins,TKO,2010-03-21,"Broomfield, Colorado",Lightweight/Welterweight,-195.0,-195.0,American,1.0,0.0,0.0
2938,Duane Ludwig,0,Jim Miller,Submission,2010-01-02,"Las Vegas, Nevada",Lightweight/Welterweight,245.0,-100.0,American,0.0,0.0,0.0
2939,Jonathan Goulet,0,Marcus Davis,TKO,2010-05-08,Montreal,Welterweight,335.0,-100.0,Canadian,1.0,1.0,0.0
2940,Jonathan Goulet,0,Mike Swick,TKO,2008-12-10,"Fayetteville, North Carolina",Welterweight,300.0,-100.0,Canadian,0.0,1.0,0.0
2941,Jonathan Goulet,1,Kuniyoshi Hironaka,TKO,2008-04-19,Montreal,Welterweight,180.0,180.0,Canadian,0.0,0.0,0.0
2942,Jonathan Goulet,1,Paul Georgieff,Submission,2007-12-08,"Las Vegas, Nevada",Welterweight,-310.0,100.0,Canadian,1.0,0.0,0.0
2943,Jonathan Goulet,0,Dustin Hazelett,Submission,2007-09-19,"Las Vegas, Nevada",Welterweight,-145.0,-145.0,Canadian,0.0,0.0,0.0
2944,Guto Inocente,0,Anthony Perosh,Submission,2014-11-08,Sydney,Light Heavyweight/Heavyweight,-185.0,-185.0,Brazilian,1.0,0.0,0.0
2945,Guto Inocente,0,Derrick Lewis,TKO,2014-07-06,"Las Vegas, Nevada",Light Heavyweight/Heavyweight,180.0,-100.0,Brazilian,0.0,0.0,0.0
2946,Chris Lytle,1,Dan Hardy,Submission,2011-08-14,"Milwaukee, Wisconsin",Welterweight,-140.0,100.0,American,1.0,1.0,3.0
2947,Chris Lytle,0,Brian Ebersole,Decision,2011-02-27,Sydney,Welterweight,-675.0,-675.0,American,0.0,1.0,3.0
2948,Chris Lytle,1,Matt Serra,Decision,2010-09-25,"Indianapolis, Indiana",Welterweight,-130.0,100.0,American,0.0,1.0,2.0
2949,Chris Lytle,1,Matt Brown,Submission,2010-07-03,"Las Vegas, Nevada",Welterweight,-190.0,100.0,American,0.0,1.0,2.0
2950,Chris Lytle,1,Brian Foster,Submission,2010-02-21,Sydney,Welterweight,-210.0,100.0,American,0.0,1.0,2.0
2951,Chris Lytle,1,Kevin Burns,Decision,2009-06-20,"Las Vegas, Nevada",Welterweight,-275.0,100.0,American,1.0,1.0,1.0
2952,Chris Lytle,0,Marcus Davis,Decision,2009-01-17,Dublin,Welterweight,-115.0,-115.0,American,0.0,1.0,1.0
2953,Chris Lytle,1,Paul Taylor,Decision,2008-10-18,Birmingham,Welterweight,-345.0,100.0,American,1.0,1.0,0.0
2954,Chris Lytle,0,Josh Koscheck,Decision,2008-07-05,"Las Vegas, Nevada",Welterweight,250.0,-100.0,American,0.0,1.0,0.0
2955,Chris Lytle,1,Kyle Bradley,TKO,2008-02-02,"Las Vegas, Nevada",Welterweight,-600.0,100.0,American,1.0,0.0,0.0
2956,Chris Lytle,0,Thiago Alves,TKO,2007-11-17,"Newark, New Jersey",Welterweight,140.0,-100.0,American,0.0,0.0,0.0
2957,Chris Lytle,1,Jason Gilliam,Submission,2007-07-07,"Sacramento, California",Welterweight,-475.0,100.0,American,0.0,0.0,0.0
2958,Yoel Romero,1,Lyoto Machida,TKO,2015-06-27,"Hollywood, Florida",Middleweight,145.0,145.0,Cuban[1],0.0,4.0,1.0
2959,Yoel Romero,1,Tim Kennedy,TKO,2014-09-27,"Las Vegas, Nevada",Middleweight,-110.0,100.0,Cuban[1],0.0,3.0,1.0
2960,Yoel Romero,1,Brad Tavares,Decision,2014-04-19,"Orlando, Florida",Middleweight,-140.0,100.0,Cuban[1],0.0,3.0,0.0
2961,Yoel Romero,1,Derek Brunson,TKO,2014-01-15,"Duluth, Georgia",Middleweight,-245.0,100.0,Cuban[1],0.0,2.0,0.0
2962,Yoel Romero,1,Ronny Markes,TKO,2013-11-06,Fort Campbell,Middleweight,-115.0,100.0,Cuban[1],0.0,1.0,0.0
2963,Yoel Romero,1,Clifford Starks,TKO,2013-04-20,"San Jose, California",Middleweight,-115.0,100.0,Cuban[1],0.0,0.0,0.0
2964,Tim Means,0,Matt Brown,Submission,2015-07-11,"Las Vegas, Nevada",Lightweight/Welterweight/Middleweight,150.0,-100.0,American,0.0,2.0,3.0
2965,Tim Means,1,George Sullivan,Submission,2015-04-18,"Newark, New Jersey",Lightweight/Welterweight/Middleweight,-155.0,100.0,American,0.0,2.0,3.0
